split,contrast,scene,group,compositions,patch_mean_delta,pixel_mean_delta
test,B-A,Place475,all,2,0.4141746461391449,0.34413184611842884
test,B-A,Place475,single,1,0.35500115156173706,0.3550672874420058
test,B-A,Place475,multi,1,0.47334814071655273,0.3331964047948519
test,B-A,Place494,all,2,0.5191149711608887,0.4345906850073078
test,B-A,Place494,single,1,0.5424654483795166,0.542465285337185
test,B-A,Place494,multi,1,0.49576449394226074,0.32671608467743063
test,B-A,Place508,all,2,0.03637787699699402,0.03379644498293742
test,B-A,Place508,single,1,-0.05414825677871704,-0.05343464166939629
test,B-A,Place508,multi,1,0.12690401077270508,0.12102753163527114
test,B-A,Place513,all,2,0.10443353652954102,0.09660633880274966
test,B-A,Place513,single,1,-0.45788002014160156,-0.4577760961410483
test,B-A,Place513,multi,1,0.6667470932006836,0.6509887737465476
test,B-A,Place525,all,2,-0.3687020540237427,-0.35258438288988675
test,B-A,Place525,single,1,-0.3446621894836426,-0.3446665009323596
test,B-A,Place525,multi,1,-0.3927419185638428,-0.3605022648474139
test,B-A,Place53,all,2,-0.8540681004524231,-0.8531956330907793
test,B-A,Place53,single,1,-0.9104482531547546,-0.909587557658633
test,B-A,Place53,multi,1,-0.7976879477500916,-0.7968037085229255
test,B-A,Place531,all,2,0.05707073211669922,0.07530073322475961
test,B-A,Place531,single,1,0.12982702255249023,0.12982297123190922
test,B-A,Place531,multi,1,-0.015685558319091797,0.020778495217609994
test,B-A,Place539,all,2,-0.04096411168575287,-0.03123519857510157
test,B-A,Place539,single,1,-0.10641714930534363,-0.10660735889840506
test,B-A,Place539,multi,1,0.02448892593383789,0.04413696174820192
test,B-A,Place544,all,2,-0.22451961040496826,-0.19653758991140924
test,B-A,Place544,single,1,-0.24575209617614746,-0.24575356519056246
test,B-A,Place544,multi,1,-0.20328712463378906,-0.14732161463225601
test,B-A,Place551,all,2,-0.8486559391021729,-0.8365577080813777
test,B-A,Place551,single,1,-0.1851201057434082,-0.18512681298562095
test,B-A,Place551,multi,1,-1.5121917724609375,-1.4879886031771346
test,B-A,Place567,all,2,0.2681410014629364,0.2717730989466514
test,B-A,Place567,single,1,0.26271313428878784,0.26269223780254347
test,B-A,Place567,multi,1,0.27356886863708496,0.28085396009075936
test,B-A,Place576,all,2,-0.10045111179351807,-0.03237205626122486
test,B-A,Place576,single,1,0.4419577121734619,0.4421195832931324
test,B-A,Place576,multi,1,-0.642859935760498,-0.5068636958155821
test,B-A,Place579,all,2,-0.030512094497680664,-0.04708782931908517
test,B-A,Place579,single,1,-0.1347332000732422,-0.13464697102266165
test,B-A,Place579,multi,1,0.07370901107788086,0.04047131238449131
test,B-A,Place585,all,2,-0.12635935097932816,-0.08469342353450185
test,B-A,Place585,single,1,0.04446958005428314,0.04415768200427679
test,B-A,Place585,multi,1,-0.29718828201293945,-0.21354452907328048
test,B-A,Place592,all,2,-0.027989983558654785,0.003839673522649245
test,B-A,Place592,single,1,-0.09715676307678223,-0.0971604435871718
test,B-A,Place592,multi,1,0.041176795959472656,0.10483979063247029
test,B-A,Place602,all,2,-0.09537156671285629,-0.1019123965584073
test,B-A,Place602,single,1,-0.23411719501018524,-0.2341095306220015
test,B-A,Place602,multi,1,0.043374061584472656,0.0302847375051869
test,B-A,Place608,all,2,-0.029350638389587402,-0.022435282503219245
test,B-A,Place608,single,1,0.07968151569366455,0.07964867532740394
test,B-A,Place608,multi,1,-0.13838279247283936,-0.12451924033384243
test,B-A,Place616,all,2,-0.2922900319099426,-0.21924536677707196
test,B-A,Place616,single,1,-0.22168457508087158,-0.2216580051116117
test,B-A,Place616,multi,1,-0.36289548873901367,-0.2168327284425322
test,B-A,Place619,all,2,-0.3031632602214813,-0.3091978754579113
test,B-A,Place619,single,1,-0.23593109846115112,-0.23587637276190387
test,B-A,Place619,multi,1,-0.3703954219818115,-0.3825193781539187
test,B-A,Place63,all,2,-0.059928953647613525,-0.028053890580965163
test,B-A,Place63,single,1,0.3446406126022339,0.34452039974216114
test,B-A,Place63,multi,1,-0.46449851989746094,-0.40062818090409147
test,B-A,Place646,all,2,-0.6209123283624649,-0.5986740761061307
test,B-A,Place646,single,1,-0.9476392567157745,-0.9467751323450178
test,B-A,Place646,multi,1,-0.2941854000091553,-0.25057301986724356
test,B-A,Place679,all,2,-1.316435918211937,-1.3048076783033693
test,B-A,Place679,single,1,-0.034401148557662964,-0.03434462626293561
test,B-A,Place679,multi,1,-2.598470687866211,-2.575270730343803
test,B-A,Place686,all,2,-0.2402326613664627,-0.22656619299076872
test,B-A,Place686,single,1,-0.05875769257545471,-0.058779559372027224
test,B-A,Place686,multi,1,-0.4217076301574707,-0.3943528266095102
test,B-A,Place704,all,2,0.03239455819129944,0.03283046072347007
test,B-A,Place704,single,1,-0.10858416557312012,-0.10858063689549902
test,B-A,Place704,multi,1,0.173373281955719,0.17424155834243915
test,B-A,Place708,all,2,0.36836570501327515,0.3707699494004626
test,B-A,Place708,single,1,0.3146013021469116,0.314577914531295
test,B-A,Place708,multi,1,0.42213010787963867,0.42696198426963017
test,B-A,Place715,all,2,-0.5838442146778107,-0.5007485168745041
test,B-A,Place715,single,1,-0.6252872347831726,-0.6252520045530718
test,B-A,Place715,multi,1,-0.5424011945724487,-0.3762450291959363
test,B-A,Place74,all,2,0.10933738946914673,0.10939407722275818
test,B-A,Place74,single,1,0.3069601058959961,0.3069786869819029
test,B-A,Place74,multi,1,-0.08828532695770264,-0.08819053253638653
test,B-A,Place744,all,2,-0.23887419700622559,-0.21016357928747292
test,B-A,Place744,single,1,-0.405661940574646,-0.4056229442702156
test,B-A,Place744,multi,1,-0.07208645343780518,-0.014704214304730234
test,B-A,Place752,all,2,0.8933438956737518,0.7269952981176062
test,B-A,Place752,single,1,0.17778056859970093,0.17766114789866183
test,B-A,Place752,multi,1,1.6089072227478027,1.2763294483365506
test,B-A,Place78,all,2,-0.7939550876617432,-0.7939467642795206
test,B-A,Place78,single,1,-0.7444057464599609,-0.744404681303978
test,B-A,Place78,multi,1,-0.8435044288635254,-0.8434888472550632
test,B-A,Place782,all,2,-0.6556925475597382,-0.6190606400681213
test,B-A,Place782,single,1,-0.7239982485771179,-0.7238803897995679
test,B-A,Place782,multi,1,-0.5873868465423584,-0.5142408903366749
test,B-A,Place783,all,2,-0.39386820793151855,-0.38680407909827585
test,B-A,Place783,single,1,-0.4773474931716919,-0.47735824113976655
test,B-A,Place783,multi,1,-0.3103889226913452,-0.29624991705678516
test,B-A,Place794,all,2,-0.0010832548141479492,-0.019939169444933458
test,B-A,Place794,single,1,-0.10990071296691895,-0.10990202857146003
test,B-A,Place794,multi,1,0.10773420333862305,0.07002368968159312
test,B-A,Place801,all,2,-0.11002510786056519,-0.09493776373911411
test,B-A,Place801,single,1,-0.04705226421356201,-0.0470383857175527
test,B-A,Place801,multi,1,-0.17299795150756836,-0.14283714176067552
test,B-A,Place812,all,2,-0.09908387064933777,-0.04705031886318739
test,B-A,Place812,single,1,0.20972579717636108,0.2095249887852776
test,B-A,Place812,multi,1,-0.4078935384750366,-0.30362562651165237
test,B-A,Place816,all,2,-0.1433984339237213,-0.1427080058094624
test,B-A,Place816,single,1,-0.1767560839653015,-0.17674573076461264
test,B-A,Place816,multi,1,-0.11004078388214111,-0.10867028085431218
test,B-A,Place843,all,2,-0.2927403897047043,-0.28681497197716055
test,B-A,Place843,single,1,-0.13136491179466248,-0.1313314842568622
test,B-A,Place843,multi,1,-0.4541158676147461,-0.44229845969745885
test,B-A,Place85,all,2,0.46535420417785645,0.46533003243410154
test,B-A,Place85,single,1,0.40755605697631836,0.4075668235702612
test,B-A,Place85,multi,1,0.5231523513793945,0.5230932412979419
test,B-A,Place855,all,2,0.279154896736145,0.28156367961520895
test,B-A,Place855,single,1,0.3275783658027649,0.3275594194591295
test,B-A,Place855,multi,1,0.23073142766952515,0.23556793977128843
test,B-A,Place856,all,2,-0.023251324892044067,-0.0107114023814191
test,B-A,Place856,single,1,-0.06776338815689087,-0.0677986175675176
test,B-A,Place856,multi,1,0.021260738372802734,0.046375812804679395
test,B-A,Place860,all,2,-0.10801202058792114,-0.10667906371763425
test,B-A,Place860,single,1,-0.25033318996429443,-0.25031998616056095
test,B-A,Place860,multi,1,0.03430914878845215,0.03696185872529245
test,B-A,Place862,all,2,-0.06200583279132843,-0.05040820097702703
test,B-A,Place862,single,1,-0.07367339730262756,-0.07362560918254313
test,B-A,Place862,multi,1,-0.0503382682800293,-0.02719079277151093
test,B-A,Place865,all,2,-0.24267977476119995,-0.24097510459608396
test,B-A,Place865,single,1,-0.34367406368255615,-0.34384982451329527
test,B-A,Place865,multi,1,-0.14168548583984375,-0.13810038467887265
test,B-A,Place873,all,2,0.10638505220413208,0.20465132191965024
test,B-A,Place873,single,1,-0.0023925304412841797,-0.0023913659843571855
test,B-A,Place873,multi,1,0.21516263484954834,0.41169400982365767
test,B-A,Place874,all,2,-0.456229567527771,-0.399181223747197
test,B-A,Place874,single,1,-1.056654691696167,-1.056692588664912
test,B-A,Place874,multi,1,0.144195556640625,0.2583301411705179
test,B-A,Place884,all,2,0.5467117130756378,0.5134163073420592
test,B-A,Place884,single,1,0.8613384366035461,0.8605514016070468
test,B-A,Place884,multi,1,0.2320849895477295,0.16628121307707167
test,B-A,Place90,all,2,0.2139914333820343,0.08152010426471834
test,B-A,Place90,single,1,-0.09669297933578491,-0.09672727387832247
test,B-A,Place90,multi,1,0.5246758460998535,0.25976748240775915
test,B-A,Place901,all,2,-0.47510963678359985,-0.47561654581245805
test,B-A,Place901,single,1,-0.4082123041152954,-0.4082135661236814
test,B-A,Place901,multi,1,-0.5420069694519043,-0.5430195255012347
test,B-A,Place902,all,2,0.6550912857055664,0.6549690237070309
test,B-A,Place902,single,1,1.7455649375915527,1.7455574812171921
test,B-A,Place902,multi,1,-0.4353823661804199,-0.4356194338031303
test,B-A,Place910,all,2,-0.8179080486297607,-0.8152291541596879
test,B-A,Place910,single,1,-1.4336633682250977,-1.4336608184055524
test,B-A,Place910,multi,1,-0.20215272903442383,-0.1967974899138234
test,B-A,Place918,all,4,-0.12474852427840233,-0.12006106861085901
test,B-A,Place918,single,1,-0.34654465317726135,-0.3463637734918441
test,B-A,Place918,multi,3,-0.05081648131211599,-0.04462683365053064
test,B-A,Place921,all,4,0.20477092266082764,0.18734693860550536
test,B-A,Place921,single,1,-0.2973681688308716,-0.2973598776287467
test,B-A,Place921,multi,3,0.37215061982472736,0.34891587735025603
test,B-A,Place934,all,4,-0.13207876682281494,-0.11608298173826453
test,B-A,Place934,single,1,-0.18319225311279297,-0.18319081724253916
test,B-A,Place934,multi,3,-0.11504093805948894,-0.09371370323683965
test,B-A,Place937,all,4,-0.1931239366531372,-0.17780836106229592
test,B-A,Place937,single,1,-0.023960351943969727,-0.02397456302724832
test,B-A,Place937,multi,3,-0.2495117982228597,-0.22908629374064512
test,B-A,Place945,all,4,-0.22195732593536377,-0.24581488030713988
test,B-A,Place945,single,1,0.459242582321167,0.4592512118147771
test,B-A,Place945,multi,3,-0.449023962020874,-0.48083691101444553
test,B-A,Place95,all,2,0.19977986812591553,0.19975089826805437
test,B-A,Place95,single,1,-0.008155345916748047,-0.008152968678828199
test,B-A,Place95,multi,1,0.4077150821685791,0.40765476521493693
test,B-A,Place99,all,2,-0.08130979537963867,-0.08126854005279038
test,B-A,Place99,single,1,-0.09127676486968994,-0.0912656980095159
test,B-A,Place99,multi,1,-0.0713428258895874,-0.07127138209606487
test,B-C,Place105,all,2,0.08413726091384888,0.08474524426985808
test,B-C,Place105,single,1,-0.05441296100616455,-0.05442095046061568
test,B-C,Place105,multi,1,0.2226874828338623,0.22391143900033184
test,B-C,Place14,all,2,2.018051564693451,2.037086883541308
test,B-C,Place14,single,1,4.201768279075623,4.201657081891776
test,B-C,Place14,multi,1,-0.1656651496887207,-0.12748331480915942
test,B-C,Place140,all,2,-0.19128096103668213,-0.1905957502088862
test,B-C,Place140,single,1,0.8856017589569092,0.885589847255785
test,B-C,Place140,multi,1,-1.2681636810302734,-1.2667813476735574
test,B-C,Place141,all,2,-0.383685827255249,-0.38478082801808267
test,B-C,Place141,single,1,-0.6323676109313965,-0.6323649469962458
test,B-C,Place141,multi,1,-0.13500404357910156,-0.13719670903991954
test,B-C,Place156,all,2,0.43817955255508423,0.42876197911095126
test,B-C,Place156,single,1,0.04451644420623779,0.04451751898888645
test,B-C,Place156,multi,1,0.8318426609039307,0.8130064392330161
test,B-C,Place160,all,2,0.042253077030181885,0.041992997109249086
test,B-C,Place160,single,1,0.08152937889099121,0.08132391755625767
test,B-C,Place160,multi,1,0.0029767751693725586,0.002662076662240498
test,B-C,Place173,all,2,-0.24835336208343506,-0.24094396185677214
test,B-C,Place173,single,1,-0.14830422401428223,-0.14830395802356122
test,B-C,Place173,multi,1,-0.3484025001525879,-0.33358396568998305
test,B-C,Place20,all,2,-0.3207871913909912,-0.3097827800168247
test,B-C,Place20,single,1,-0.23931145668029785,-0.23931275736085267
test,B-C,Place20,multi,1,-0.40226292610168457,-0.3802528026727967
test,B-C,Place204,all,2,0.04804776608943939,0.04015879228723654
test,B-C,Place204,single,1,-0.033596545457839966,-0.03369965366874278
test,B-C,Place204,multi,1,0.12969207763671875,0.11401723824321586
test,B-C,Place206,all,2,-0.09223100543022156,-0.09035380593369008
test,B-C,Place206,single,1,-0.13168489933013916,-0.13170674096393342
test,B-C,Place206,multi,1,-0.052777111530303955,-0.049000870903446736
test,B-C,Place208,all,2,0.09087666869163513,0.09172426459056937
test,B-C,Place208,single,1,0.2911396026611328,0.2911181187355021
test,B-C,Place208,multi,1,-0.10938626527786255,-0.10766958955436334
test,B-C,Place221,all,2,0.7254757881164551,0.6863866133931447
test,B-C,Place221,single,1,1.057410717010498,1.0574094902255986
test,B-C,Place221,multi,1,0.3935408592224121,0.3153637365606907
test,B-C,Place227,all,2,0.8108596801757812,0.8124782736808093
test,B-C,Place227,single,1,1.0440988540649414,1.0441287489533428
test,B-C,Place227,multi,1,0.5776205062866211,0.5808277984082757
test,B-C,Place228,all,2,0.8976174294948578,0.893836926876012
test,B-C,Place228,single,1,0.6106290221214294,0.6099816780552129
test,B-C,Place228,multi,1,1.1846058368682861,1.177692175696811
test,B-C,Place249,all,2,0.33038330078125,0.3312469309271622
test,B-C,Place249,single,1,-0.5364980697631836,-0.5364972348453598
test,B-C,Place249,multi,1,1.1972646713256836,1.1989910966996842
test,B-C,Place275,all,2,0.34690362215042114,0.34911516097509443
test,B-C,Place275,single,1,0.7897540330886841,0.7897570639930356
test,B-C,Place275,multi,1,-0.0959467887878418,-0.09152674204284672
test,B-C,Place277,all,2,0.960690975189209,0.9639514220353427
test,B-C,Place277,single,1,0.8179187774658203,0.8179143758142513
test,B-C,Place277,multi,1,1.1034631729125977,1.109988468256434
test,B-C,Place283,all,2,1.5674061179161072,1.408152170220652
test,B-C,Place283,single,1,1.6862066984176636,1.6862360017012816
test,B-C,Place283,multi,1,1.4486055374145508,1.1300683387400223
test,B-C,Place285,all,2,0.5559451580047607,0.5481194765879063
test,B-C,Place285,single,1,0.5816397666931152,0.5816423744946961
test,B-C,Place285,multi,1,0.5302505493164062,0.5145965786811164
test,B-C,Place300,all,2,-0.912941575050354,-0.7276993921872295
test,B-C,Place300,single,1,-0.3074629306793213,-0.3074616490253095
test,B-C,Place300,multi,1,-1.5184202194213867,-1.1479371353491494
test,B-C,Place305,all,2,-0.30889877676963806,-0.2906845479960658
test,B-C,Place305,single,1,0.055310070514678955,0.055377783944006165
test,B-C,Place305,multi,1,-0.6731076240539551,-0.6367468799361378
test,B-C,Place309,all,2,-0.07476836442947388,-0.06621483812261092
test,B-C,Place309,single,1,0.383597731590271,0.3835985309824158
test,B-C,Place309,multi,1,-0.5331344604492188,-0.5160282072276376
test,B-C,Place316,all,2,0.19852405786514282,0.192868492261138
test,B-C,Place316,single,1,0.30653154850006104,0.3065033019727823
test,B-C,Place316,multi,1,0.09051656723022461,0.0792336825494937
test,B-C,Place318,all,2,-0.17540818452835083,-0.17382180478434472
test,B-C,Place318,single,1,-0.21634376049041748,-0.21632881583443053
test,B-C,Place318,multi,1,-0.13447260856628418,-0.13131479373425892
test,B-C,Place320,all,2,0.31504398584365845,0.2915220655793976
test,B-C,Place320,single,1,0.3344770669937134,0.3345048102286331
test,B-C,Place320,multi,1,0.2956109046936035,0.24853932093016207
test,B-C,Place35,all,2,-0.24926099181175232,-0.24792259462245253
test,B-C,Place35,single,1,-0.505702018737793,-0.5056572014893235
test,B-C,Place35,multi,1,0.00718003511428833,0.009812012244418411
test,B-C,Place357,all,2,-0.38126304745674133,-0.3188726893386996
test,B-C,Place357,single,1,-0.31415849924087524,-0.3141384100613809
test,B-C,Place357,multi,1,-0.4483675956726074,-0.32360696861601834
test,B-C,Place364,all,2,0.041875243186950684,0.06413202850516159
test,B-C,Place364,single,1,0.05979013442993164,0.059825854562517544
test,B-C,Place364,multi,1,0.023960351943969727,0.06843820244780563
test,B-C,Place369,all,2,0.46527206897735596,0.4642667517996708
test,B-C,Place369,single,1,0.5839707851409912,0.5840049210848259
test,B-C,Place369,multi,1,0.3465733528137207,0.3445285825145157
test,B-C,Place371,all,2,0.04346637427806854,0.03519049546253028
test,B-C,Place371,single,1,-0.13152217864990234,-0.13149897602964367
test,B-C,Place371,multi,1,0.21845492720603943,0.20187996695470423
test,B-C,Place376,all,2,-0.17539572715759277,-0.15593469899466628
test,B-C,Place376,single,1,0.02641892433166504,0.026409447213804116
test,B-C,Place376,multi,1,-0.3772103786468506,-0.33827884520313667
test,B-C,Place379,all,2,0.3497883081436157,0.34476865155974773
test,B-C,Place379,single,1,0.17918717861175537,0.17915382938626823
test,B-C,Place379,multi,1,0.5203894376754761,0.5103834737332272
test,B-C,Place38,all,2,0.08782944083213806,0.08481829133135604
test,B-C,Place38,single,1,0.03488129377365112,0.034859919496762815
test,B-C,Place38,multi,1,0.140777587890625,0.13477666316594927
test,B-C,Place381,all,2,0.3835124969482422,0.41463697658506127
test,B-C,Place381,single,1,0.10338973999023438,0.10338200753025495
test,B-C,Place381,multi,1,0.66363525390625,0.7258919456398676
test,B-C,Place39,all,2,0.3528839349746704,0.351798292904141
test,B-C,Place39,single,1,0.15248918533325195,0.15249704644930562
test,B-C,Place39,multi,1,0.5532786846160889,0.5510995393589764
test,B-C,Place419,all,2,0.24773868918418884,0.2473737403882173
test,B-C,Place419,single,1,0.3096908926963806,0.3097163811437361
test,B-C,Place419,multi,1,0.18578648567199707,0.18503109963269848
test,B-C,Place439,all,2,0.17828911542892456,0.16256756047170717
test,B-C,Place439,single,1,0.07014882564544678,0.07015485330743632
test,B-C,Place439,multi,1,0.28642940521240234,0.25498026763597803
test,B-C,Place450,all,2,-0.011388689279556274,-0.008747254384055186
test,B-C,Place450,single,1,0.04361480474472046,0.04347818460115965
test,B-C,Place450,multi,1,-0.06639218330383301,-0.060972693369270026
test,B-C,Place457,all,2,0.21867156028747559,0.007091015116945432
test,B-C,Place457,single,1,-0.4355292320251465,-0.4355234599215274
test,B-C,Place457,multi,1,0.8728723526000977,0.4497054901554183
test,B-C,Place46,all,2,-0.07573342323303223,-0.07507853456943814
test,B-C,Place46,single,1,-0.11755216121673584,-0.11755159862271225
test,B-C,Place46,multi,1,-0.03391468524932861,-0.032605470516164026
test,B-C,Place475,all,2,0.12344300746917725,0.026750309104827008
test,B-C,Place475,single,1,-0.47019290924072266,-0.4702228042228256
test,B-C,Place475,multi,1,0.7170789241790771,0.5237234224324796
test,B-C,Place494,all,2,1.04092276096344,0.9161240329946243
test,B-C,Place494,single,1,1.1482453346252441,1.1482457025719515
test,B-C,Place494,multi,1,0.9336001873016357,0.6840023634172971
test,B-C,Place508,all,2,-0.08738438040018082,-0.08159064032928866
test,B-C,Place508,single,1,0.007247373461723328,0.00629985696167365
test,B-C,Place508,multi,1,-0.18201613426208496,-0.16948113762025097
test,B-C,Place513,all,2,0.22360241413116455,0.2185567240578704
test,B-C,Place513,single,1,-0.2763354778289795,-0.27624546609339373
test,B-C,Place513,multi,1,0.7235403060913086,0.7133589142091346
test,B-C,Place525,all,2,-0.16854971647262573,-0.16572682483135065
test,B-C,Place525,single,1,-0.19943392276763916,-0.19942007033593978
test,B-C,Place525,multi,1,-0.1376655101776123,-0.13203357932676152
test,B-C,Place53,all,2,-0.1583259254693985,-0.1576838447884316
test,B-C,Place53,single,1,-0.2935808598995209,-0.2928332262849645
test,B-C,Place53,multi,1,-0.023070991039276123,-0.022534463291898676
test,B-C,Place531,all,2,0.4843916594982147,0.4959083314259644
test,B-C,Place531,single,1,0.5519599318504333,0.5518800946230787
test,B-C,Place531,multi,1,0.4168233871459961,0.4399365682288501
test,B-C,Place539,all,2,0.49605368822813034,0.42545235484450517
test,B-C,Place539,single,1,0.05441676080226898,0.05447569140197506
test,B-C,Place539,multi,1,0.9376906156539917,0.7964290182870353
test,B-C,Place544,all,2,-0.9539960622787476,-0.8858319033626181
test,B-C,Place544,single,1,-0.4586217403411865,-0.4586240271037969
test,B-C,Place544,multi,1,-1.4493703842163086,-1.3130397796214393
test,B-C,Place551,all,2,-0.4967893362045288,-0.4946835498741051
test,B-C,Place551,single,1,-0.23362040519714355,-0.23363054202639422
test,B-C,Place551,multi,1,-0.7599582672119141,-0.755736557721816
test,B-C,Place567,all,2,-0.01895284652709961,0.005315634759628929
test,B-C,Place567,single,1,0.5293350219726562,0.5292123853709747
test,B-C,Place567,multi,1,-0.5672407150268555,-0.5185811158517168
test,B-C,Place576,all,2,0.5875639915466309,0.521339764589535
test,B-C,Place576,single,1,-0.04343366622924805,-0.04324701534795328
test,B-C,Place576,multi,1,1.2185616493225098,1.0859265445270232
test,B-C,Place579,all,2,-0.19551366567611694,-0.20355890804509535
test,B-C,Place579,single,1,-0.5262093544006348,-0.5260070394596423
test,B-C,Place579,multi,1,0.13518202304840088,0.11888922336945162
test,B-C,Place585,all,2,-0.009927734732627869,-0.0336395293192317
test,B-C,Place585,single,1,-0.3418569266796112,-0.34179144312966325
test,B-C,Place585,multi,1,0.32200145721435547,0.27451238449119986
test,B-C,Place592,all,2,0.014183878898620605,0.0638885985588532
test,B-C,Place592,single,1,0.4679408073425293,0.4679430287563713
test,B-C,Place592,multi,1,-0.4395730495452881,-0.3401658316386649
test,B-C,Place602,all,2,-0.08776157349348068,-0.07561375550981848
test,B-C,Place602,single,1,-0.036337241530418396,-0.03615979691185314
test,B-C,Place602,multi,1,-0.13918590545654297,-0.11506771410778383
test,B-C,Place608,all,2,-0.0820574164390564,-0.08705954958548096
test,B-C,Place608,single,1,-0.3913545608520508,-0.39123602854908224
test,B-C,Place608,multi,1,0.227239727973938,0.21711692937812033
test,B-C,Place616,all,2,0.0018441379070281982,-0.014572358106968442
test,B-C,Place616,single,1,-0.054508745670318604,-0.054540760448031245
test,B-C,Place616,multi,1,0.058197021484375,0.02539604423409436
test,B-C,Place619,all,2,0.027441412210464478,0.039477654141631346
test,B-C,Place619,single,1,-0.03225916624069214,-0.03226397899892841
test,B-C,Place619,multi,1,0.0871419906616211,0.1112192872821911
test,B-C,Place63,all,2,0.2828988581895828,0.29519807191890673
test,B-C,Place63,single,1,0.5378331243991852,0.5374550878156673
test,B-C,Place63,multi,1,0.02796459197998047,0.05294105602214616
test,B-C,Place646,all,2,-0.07622116804122925,-0.07575792719917487
test,B-C,Place646,single,1,-0.039811015129089355,-0.03960587713183644
test,B-C,Place646,multi,1,-0.11263132095336914,-0.1119099772665133
test,B-C,Place679,all,2,-1.7475533038377762,-1.6347159028375162
test,B-C,Place679,single,1,-0.1233319342136383,-0.12319249532475784
test,B-C,Place679,multi,1,-3.371774673461914,-3.146239310350275
test,B-C,Place686,all,2,-0.8731504827737808,-0.8358193765815982
test,B-C,Place686,single,1,-0.19764545559883118,-0.19760084637859116
test,B-C,Place686,multi,1,-1.5486555099487305,-1.4740379067846052
test,B-C,Place704,all,2,-0.04578158259391785,-0.04488720201031815
test,B-C,Place704,single,1,-0.3430509567260742,-0.3430198904388755
test,B-C,Place704,multi,1,0.2514877915382385,0.2532454864182392
test,B-C,Place708,all,2,0.19387322664260864,0.1979582890931295
test,B-C,Place708,single,1,0.15996158123016357,0.15995627722032024
test,B-C,Place708,multi,1,0.2277848720550537,0.23596030096593879
test,B-C,Place715,all,2,0.09385201334953308,0.12117145922671246
test,B-C,Place715,single,1,0.34705430269241333,0.34696596728043594
test,B-C,Place715,multi,1,-0.15935027599334717,-0.10462304882701101
test,B-C,Place74,all,2,-0.25890588760375977,-0.2588070781542535
test,B-C,Place74,single,1,-0.5229089260101318,-0.5229200314020481
test,B-C,Place74,multi,1,0.005097150802612305,0.005305875093541079
test,B-C,Place744,all,2,-0.011477947235107422,-0.006552612351251097
test,B-C,Place744,single,1,0.05101311206817627,0.05101657827307149
test,B-C,Place744,multi,1,-0.07396900653839111,-0.06412180297557368
test,B-C,Place752,all,2,-0.01926332712173462,0.0025407820077673338
test,B-C,Place752,single,1,0.19727599620819092,0.1965064301262472
test,B-C,Place752,multi,1,-0.23580265045166016,-0.19142486611071252
test,B-C,Place78,all,2,0.11862081289291382,0.11862753935650044
test,B-C,Place78,single,1,-0.08929753303527832,-0.08929668018901271
test,B-C,Place78,multi,1,0.32653915882110596,0.3265517589020136
test,B-C,Place782,all,2,-0.4204943776130676,-0.400980425519573
test,B-C,Place782,single,1,-0.36265504360198975,-0.3625753087996151
test,B-C,Place782,multi,1,-0.4783337116241455,-0.43938554223953097
test,B-C,Place783,all,2,-0.2388938069343567,-0.23177425132634755
test,B-C,Place783,single,1,0.019112348556518555,0.019100937978735244
test,B-C,Place783,multi,1,-0.49689996242523193,-0.48264944063143034
test,B-C,Place794,all,2,0.2436341643333435,0.21800060632805263
test,B-C,Place794,single,1,0.40081465244293213,0.40081770369355896
test,B-C,Place794,multi,1,0.08645367622375488,0.035183508962546295
test,B-C,Place801,all,2,0.07415515184402466,0.06193808412260671
test,B-C,Place801,single,1,0.12756359577178955,0.12753484663995662
test,B-C,Place801,multi,1,0.020746707916259766,-0.003658678394743209
test,B-C,Place812,all,2,-0.0029948949813842773,0.008016867015062379
test,B-C,Place812,single,1,-0.010012030601501465,-0.01000361796707272
test,B-C,Place812,multi,1,0.00402224063873291,0.026037351997197478
test,B-C,Place816,all,2,-0.25015175342559814,-0.2484174488442697
test,B-C,Place816,single,1,-0.19193494319915771,-0.19191813747145559
test,B-C,Place816,multi,1,-0.3083685636520386,-0.3049167602170838
test,B-C,Place843,all,2,-0.2915451377630234,-0.2859211574743289
test,B-C,Place843,single,1,-0.34970375895500183,-0.349630326843031
test,B-C,Place843,multi,1,-0.23338651657104492,-0.2222119881056268
test,B-C,Place85,all,2,0.21107983589172363,0.21106067523816718
test,B-C,Place85,single,1,0.08379602432250977,0.08380304353873846
test,B-C,Place85,multi,1,0.3383636474609375,0.3383183069375959
test,B-C,Place855,all,2,-0.1558029055595398,-0.15568598641764164
test,B-C,Place855,single,1,-0.17350506782531738,-0.1734928690670794
test,B-C,Place855,multi,1,-0.1381007432937622,-0.1378791037682039
test,B-C,Place856,all,2,-0.02228790521621704,-0.013728699824112844
test,B-C,Place856,single,1,-0.06563842296600342,-0.0656525153279639
test,B-C,Place856,multi,1,0.021062612533569336,0.03819511567973821
test,B-C,Place860,all,2,0.10875171422958374,0.10902054041145187
test,B-C,Place860,single,1,0.052138686180114746,0.05214980594643348
test,B-C,Place860,multi,1,0.16536474227905273,0.16589127487647026
test,B-C,Place862,all,2,-0.20079472661018372,-0.0993909124481259
test,B-C,Place862,single,1,0.006549179553985596,0.0065502783490299366
test,B-C,Place862,multi,1,-0.408138632774353,-0.20533210324528173
test,B-C,Place865,all,2,-0.17258977890014648,-0.16379944009030906
test,B-C,Place865,single,1,-0.0965806245803833,-0.0966888252988859
